0 0
0.00625 0.00502983
0.0125 0.0148641
0.01875 0.0242857
0.025 0.0332961
0.03125 0.0418968
0.0375 0.0500937
0.04375 0.0578872
0.05 0.0652798
0.05625 0.0722821
0.0625 0.0788985
0.06875 0.0851335
0.075 0.090994
0.08125 0.0964818
0.0875 0.101608
0.09375 0.106354
0.1 0.114067
0.1125 0.121842
0.125 0.128367
0.1375 0.133727
0.15 0.13799
0.1625 0.141253
0.175 0.14354
0.1875 0.144934
0.2 0.148427
0.225 0.147245
0.25 0.143532
0.275 0.137598
0.3 0.12974
0.325 0.120092
0.35 0.108823
0.375 0.0959736
0.4 0.0816349
0.425 0.0657651
0.45 0.0484288
0.475 0.0295561
0.5 0.00920213
0.525 -0.0126804
0.55 -0.0359455
0.575 -0.0605738
0.6 -0.0862009
0.625 -0.112587
0.65 -0.138998
0.675 -0.164834
0.7 -0.188787
0.725 -0.209863
0.75 -0.226215
0.775 -0.236672
0.8 -0.238124
0.8125 -0.237247
0.825 -0.234025
0.8375 -0.228205
0.85 -0.219927
0.8625 -0.209058
0.875 -0.195822
0.8875 -0.180146
0.9 -0.165079
0.90625 -0.155881
0.9125 -0.146135
0.91875 -0.135959
0.925 -0.12537
0.93125 -0.11442
0.9375 -0.103147
0.94375 -0.091594
0.95 -0.0797976
0.95625 -0.0677995
0.9625 -0.0556406
0.96875 -0.0433618
0.975 -0.0310046
0.98125 -0.0186048
0.9875 -0.00619845
0.99375 0
