0 0
0.00625 -0.00238056
0.0125 -0.00704897
0.01875 -0.0115557
0.025 -0.0159104
0.03125 -0.0201239
0.0375 -0.0242059
0.04375 -0.0281657
0.05 -0.0320118
0.05625 -0.0357522
0.0625 -0.0393938
0.06875 -0.042944
0.075 -0.0464073
0.08125 -0.0497943
0.0875 -0.0531004
0.09375 -0.0563469
0.1 -0.061293
0.1125 -0.0675561
0.125 -0.0736485
0.1375 -0.0795693
0.15 -0.0853454
0.1625 -0.0910598
0.175 -0.0965779
0.1875 -0.10213
0.2 -0.112012
0.225 -0.123972
0.25 -0.136081
0.275 -0.147684
0.3 -0.159208
0.325 -0.170079
0.35 -0.180396
0.375 -0.189613
0.4 -0.19761
0.425 -0.203859
0.45 -0.208141
0.475 -0.20998
0.5 -0.209167
0.525 -0.205322
0.55 -0.198341
0.575 -0.187964
0.6 -0.174223
0.625 -0.156917
0.65 -0.136162
0.675 -0.111652
0.7 -0.0833483
0.725 -0.0504769
0.75 -0.0124765
0.775 0.0324879
0.8 0.0649104
0.8125 0.0945523
0.825 0.12736
0.8375 0.16375
0.85 0.204295
0.8625 0.249545
0.875 0.299962
0.8875 0.356128
0.9 0.39868
0.90625 0.43139
0.9125 0.465659
0.91875 0.501494
0.925 0.538894
0.93125 0.577808
0.9375 0.618178
0.94375 0.659909
0.95 0.702884
0.95625 0.746955
0.9625 0.791951
0.96875 0.837671
0.975 0.883891
0.98125 0.930367
0.9875 0.976828
0.99375 1
