0 0
0.00625 -0.00238129
0.0125 -0.00705114
0.01875 -0.0115592
0.025 -0.0159152
0.03125 -0.02013
0.0375 -0.0242132
0.04375 -0.0281742
0.05 -0.0320214
0.05625 -0.0357629
0.0625 -0.0394056
0.06875 -0.0429568
0.075 -0.0464211
0.08125 -0.049809
0.0875 -0.0531161
0.09375 -0.0563635
0.1 -0.0613109
0.1125 -0.0675756
0.125 -0.0736697
0.1375 -0.079592
0.15 -0.0853696
0.1625 -0.0910855
0.175 -0.096605
0.1875 -0.102159
0.2 -0.112043
0.225 -0.124006
0.25 -0.136118
0.275 -0.147724
0.3 -0.15925
0.325 -0.170125
0.35 -0.180444
0.375 -0.189663
0.4 -0.197661
0.425 -0.203911
0.45 -0.208193
0.475 -0.21003
0.5 -0.209216
0.525 -0.205368
0.55 -0.198384
0.575 -0.188003
0.6 -0.174257
0.625 -0.156946
0.65 -0.136186
0.675 -0.11167
0.7 -0.0833621
0.725 -0.0504859
0.75 -0.0124805
0.775 0.0324895
0.8 0.0649158
0.8125 0.0945619
0.825 0.127374
0.8375 0.163771
0.85 0.204323
0.8625 0.249584
0.875 0.300013
0.8875 0.356194
0.9 0.398759
0.90625 0.431479
0.9125 0.465759
0.91875 0.501606
0.925 0.539018
0.93125 0.577947
0.9375 0.618332
0.94375 0.660079
0.95 0.70307
0.95625 0.747159
0.9625 0.792173
0.96875 0.837912
0.975 0.884151
0.98125 0.930646
0.9875 0.977126
0.99375 1
